Full County Number	Price Range-Q3 2022	Geography	growth Q42021	Price Range-Q3 2022	Latitude (generated)	Longitude (generated)	ABS-diff price Q2 2021	Price Q3 2022	Q1 2022	Q4 2021
42097	$150,000-$350,000	Northumberland County,  Pennsylvania	rose	$150,000-$350,000	40.8903	-76.6908	7.3%	$165,133	$183,585	$138,154
42095	$150,000-$350,000	Northampton County,  Pennsylvania	rose	$150,000-$350,000	40.7524	-75.3992	11.1%	$299,751	$304,523	$288,711
42093	$150,000-$350,000	Montour County,  Pennsylvania	rose	$150,000-$350,000	41.0278	-76.6629	7.3%	$226,844	$221,641	$219,882
42089	$150,000-$350,000	Monroe County,  Pennsylvania	rose	$150,000-$350,000	41.033	-75.292	7.3%	$252,442	$255,927	$210,972
42085	$150,000-$350,000	Mercer County,  Pennsylvania	rose	$150,000-$350,000	41.279	-80.2594	9.8%	$169,489	$172,763	$153,486
42081	$150,000-$350,000	Lycoming County,  Pennsylvania	rose	$150,000-$350,000	41.3309	-77.0538	5.7%	$183,695	$187,806	$191,577
42079	$150,000-$350,000	Luzerne County,  Pennsylvania	rose	$150,000-$350,000	41.1656	-75.9546	8.3%	$173,640	$171,412	$155,710
42077	$150,000-$350,000	Lehigh County,  Pennsylvania	rose	$150,000-$350,000	40.6036	-75.584	11.1%	$294,750	$281,952	$279,272
42075	$150,000-$350,000	Lebanon County,  Pennsylvania	rose	$150,000-$350,000	40.3762	-76.4439	9.8%	$244,035	$225,150	$227,027
42073	$150,000-$350,000	Lawrence County,  Pennsylvania	rose	$150,000-$350,000	40.9905	-80.3418	7.3%	$162,048	$142,423	$143,974
42071	$150,000-$350,000	Lancaster County,  Pennsylvania	rose	$150,000-$350,000	40.0187	-76.2339	8.5%	$291,606	$290,608	$281,906
42069	$150,000-$350,000	Lackawanna County,  Pennsylvania	rose	$150,000-$350,000	41.4017	-75.6407	8.3%	$202,835	$193,150	$195,722
42067	$150,000-$350,000	Juniata County,  Pennsylvania	rose	$150,000-$350,000	40.4791	-77.5026	7.3%	$183,989	$183,648	$176,880
42061	$150,000-$350,000	Huntingdon County,  Pennsylvania	rose	$150,000-$350,000	40.4023	-78.0489	7.3%	$172,561	$170,071	$162,031
42057	$150,000-$350,000	Fulton County,  Pennsylvania	rose	$150,000-$350,000	39.9433	-78.0937	7.3%	$195,189	$197,464	$191,253
42055	$150,000-$350,000	Franklin County,  Pennsylvania	rose	$150,000-$350,000	40.0059	-77.7068	7.3%	$250,728	$251,987	$222,733
42049	$150,000-$350,000	Erie County,  Pennsylvania	rose	$150,000-$350,000	42.0598	-80.0158	7.3%	$171,835	$182,530	$174,210
42045	$150,000-$350,000	Delaware County,  Pennsylvania	rose	$150,000-$350,000	39.9362	-75.3767	8.8%	$311,316	$308,204	$295,222
42043	$150,000-$350,000	Dauphin County,  Pennsylvania	rose	$150,000-$350,000	40.3906	-76.8372	7.3%	$225,449	$221,557	$203,957
42041	$150,000-$350,000	Cumberland County,  Pennsylvania	rose	$150,000-$350,000	40.1368	-77.3185	7.3%	$269,701	$257,643	$257,744
42037	$150,000-$350,000	Columbia County,  Pennsylvania	rose	$150,000-$350,000	41.0429	-76.3977	7.3%	$185,018	$190,466	$200,638
42035	$150,000-$350,000	Clinton County,  Pennsylvania	rose	$150,000-$350,000	41.2215	-77.6231	7.3%	$173,590	$173,525	$162,268
42027	$150,000-$350,000	Centre County,  Pennsylvania	rose	$150,000-$350,000	40.9728	-77.8043	4.9%	$293,021	$276,723	$299,877
42025	$150,000-$350,000	Carbon County,  Pennsylvania	rose	$150,000-$350,000	40.9346	-75.7493	11.1%	$203,324	$260,079	$189,034
42019	$150,000-$350,000	Butler County,  Pennsylvania	rose	$150,000-$350,000	40.9272	-79.9263	7.8%	$279,340	$259,302	$267,074
42015	$150,000-$350,000	Bradford County,  Pennsylvania	rose	$150,000-$350,000	41.7731	-76.5107	7.3%	$178,618	$179,718	$178,899
42011	$150,000-$350,000	Berks County,  Pennsylvania	rose	$150,000-$350,000	40.4065	-75.9294	9.8%	$255,512	$265,234	$235,987
42009	$150,000-$350,000	Bedford County,  Pennsylvania	rose	$150,000-$350,000	40.0255	-78.483	7.3%	$168,219	$168,761	$162,387
42007	$150,000-$350,000	Beaver County,  Pennsylvania	rose	$150,000-$350,000	40.6657	-80.3336	7.8%	$188,335	$168,795	$184,971
42003	$150,000-$350,000	Allegheny County,  Pennsylvania	rose	$150,000-$350,000	40.4317	-80.0043	7.8%	$222,296	$219,548	$204,177
42001	$150,000-$350,000	Adams County,  Pennsylvania	rose	$150,000-$350,000	39.8953	-77.2259	7.3%	$273,013	$266,305	$244,947
41069	$150,000-$350,000	Wheeler County,  Oregon	rose	$150,000-$350,000	44.6956	-120.0197	13.5%	$218,853	$237,246	$205,661
41065	$150,000-$350,000	Wasco County,  Oregon	rose	$150,000-$350,000	45.2651	-121.2515	13.5%	$294,395	$306,415	$281,940
41063	$150,000-$350,000	Wallowa County,  Oregon	rose	$150,000-$350,000	45.5415	-117.127	13.5%	$330,716	$354,209	$316,636
41061	$150,000-$350,000	Union County,  Oregon	rose	$150,000-$350,000	45.401	-118.046	13.5%	$239,276	$263,134	$245,522
41059	$150,000-$350,000	Umatilla County,  Oregon	rose	$150,000-$350,000	45.5072	-118.6314	13.5%	$278,729	$285,658	$264,327
41055	$150,000-$350,000	Sherman County,  Oregon	rose	$150,000-$350,000	45.4107	-120.6856	13.5%	$183,112	$211,490	$211,620
41049	$150,000-$350,000	Morrow County,  Oregon	rose	$150,000-$350,000	45.4638	-119.5752	13.5%	$197,037	$213,216	$182,883
41045	$150,000-$350,000	Malheur County,  Oregon	rose	$150,000-$350,000	43.2329	-117.6274	13.5%	$188,102	$199,674	$179,970
41041	$150,000-$350,000	Lincoln County,  Oregon	rose	$150,000-$350,000	44.661	-123.8306	13.5%	$333,269	$352,882	$332,660
41037	$150,000-$350,000	Lake County,  Oregon	rose	$150,000-$350,000	42.8178	-120.6468	13.5%	$185,781	$213,747	$194,405
41035	$150,000-$350,000	Klamath County,  Oregon	rose	$150,000-$350,000	42.8067	-121.8166	13.5%	$285,460	$326,358	$246,714
41031	$150,000-$350,000	Jefferson County,  Oregon	rose	$150,000-$350,000	44.6083	-121.0936	13.5%	$310,176	$321,550	$297,434
41025	$150,000-$350,000	Harney County,  Oregon	rose	$150,000-$350,000	43.0263	-119.0802	13.5%	$165,706	$186,265	$160,635
41023	$150,000-$350,000	Grant County,  Oregon	rose	$150,000-$350,000	44.4798	-119.009	13.5%	$185,781	$204,321	$191,756
41019	$150,000-$350,000	Douglas County,  Oregon	rose	$150,000-$350,000	43.324	-122.8891	13.5%	$293,119	$325,836	$289,488
41013	$150,000-$350,000	Crook County,  Oregon	rose	$150,000-$350,000	44.1294	-120.3221	13.5%	$344,060	$351,952	$325,906
41011	$150,000-$350,000	Coos County,  Oregon	rose	$150,000-$350,000	43.1398	-124.0606	13.5%	$276,293	$292,608	$262,340
41009	$150,000-$350,000	Columbia County,  Oregon	rose	$150,000-$350,000	45.9577	-123.0865	12.0%	$345,011	$356,177	$333,081
41001	$150,000-$350,000	Baker County,  Oregon	rose	$150,000-$350,000	44.6697	-117.7972	13.5%	$220,593	$239,768	$229,233
40153	$150,000-$350,000	Woodward County,  Oklahoma	rose	$150,000-$350,000	36.4904	-99.2829	7.6%	$174,441	$168,718	$148,875
40145	$150,000-$350,000	Wagoner County,  Oklahoma	rose	$150,000-$350,000	35.9637	-95.5202	9.7%	$240,539	$209,320	$203,399
40143	$150,000-$350,000	Tulsa County,  Oklahoma	rose	$150,000-$350,000	36.1403	-96.0299	9.7%	$227,032	$206,463	$205,364
40131	$150,000-$350,000	Rogers County,  Oklahoma	rose	$150,000-$350,000	36.3402	-95.6238	9.7%	$227,032	$215,395	$206,593
40129	$150,000-$350,000	Roger Mills County,  Oklahoma	rose	$150,000-$350,000	35.7257	-99.6885	7.6%	$162,987	$159,723	$130,742
40125	$150,000-$350,000	Pottawatomie County,  Oklahoma	rose	$150,000-$350,000	35.1821	-96.9595	7.6%	$166,309	$178,081	$159,730
40123	$150,000-$350,000	Pontotoc County,  Oklahoma	rose	$150,000-$350,000	34.7367	-96.6696	7.6%	$156,917	$163,734	$154,243
40119	$150,000-$350,000	Payne County,  Oklahoma	rose	$150,000-$350,000	36.0922	-96.9882	7.6%	$227,586	$182,211	$202,078
40113	$150,000-$350,000	Osage County,  Oklahoma	rose	$150,000-$350,000	36.5814	-96.4481	9.7%	$157,736	$156,964	$145,671
40109	$150,000-$350,000	Oklahoma County,  Oklahoma	rose	$150,000-$350,000	35.553	-97.4075	8.4%	$215,497	$201,094	$200,321
40099	$150,000-$350,000	Murray County,  Oklahoma	rose	$150,000-$350,000	34.4847	-97.1165	7.6%	$151,075	$158,507	$151,499
40087	$150,000-$350,000	McClain County,  Oklahoma	rose	$150,000-$350,000	35.0959	-97.5356	8.4%	$221,522	$225,489	$216,283
40083	$150,000-$350,000	Logan County,  Oklahoma	rose	$150,000-$350,000	35.945	-97.4398	8.4%	$216,888	$215,920	$206,535
40073	$150,000-$350,000	Kingfisher County,  Oklahoma	rose	$150,000-$350,000	35.9457	-97.9428	7.6%	$189,102	$184,763	$172,613
40051	$150,000-$350,000	Grady County,  Oklahoma	rose	$150,000-$350,000	35.0328	-97.8818	8.4%	$175,179	$172,736	$163,644
40039	$150,000-$350,000	Custer County,  Oklahoma	rose	$150,000-$350,000	35.6387	-99.0045	7.6%	$178,564	$170,298	$169,989
40037	$150,000-$350,000	Creek County,  Oklahoma	rose	$150,000-$350,000	35.9083	-96.3245	9.7%	$194,263	$187,868	$165,446
40031	$150,000-$350,000	Comanche County,  Oklahoma	rose	$150,000-$350,000	34.6414	-98.4841	6.3%	$182,187	$147,879	$152,055
40027	$150,000-$350,000	Cleveland County,  Oklahoma	rose	$150,000-$350,000	35.152	-97.2848	8.4%	$225,345	$214,236	$210,922
40021	$150,000-$350,000	Cherokee County,  Oklahoma	rose	$150,000-$350,000	35.9006	-95.0432	7.6%	$151,304	$153,645	$140,763
40017	$150,000-$350,000	Canadian County,  Oklahoma	rose	$150,000-$350,000	35.5264	-97.9889	8.4%	$234,962	$230,174	$205,560
40009	$150,000-$350,000	Beckham County,  Oklahoma	rose	$150,000-$350,000	35.2651	-99.6826	7.6%	$157,947	$154,982	$153,169
39175	$150,000-$350,000	Wyandot County,  Ohio	rose	$150,000-$350,000	40.8401	-83.314	9.2%	$152,701	$157,943	$149,628
39173	$150,000-$350,000	Wood County,  Ohio	rose	$150,000-$350,000	41.3911	-83.6498	8.9%	$229,423	$196,935	$208,014
39169	$150,000-$350,000	Wayne County,  Ohio	rose	$150,000-$350,000	40.8257	-81.8872	9.2%	$210,764	$207,310	$197,260
39167	$150,000-$350,000	Washington County,  Ohio	rose	$150,000-$350,000	39.4311	-81.5158	3.4%	$159,909	$158,901	$152,669
39165	$150,000-$350,000	Warren County,  Ohio	rose	$150,000-$350,000	39.4248	-84.1653	9.0%	$329,175	$313,236	$309,493
39159	$150,000-$350,000	Union County,  Ohio	rose	$150,000-$350,000	40.306	-83.3961	10.3%	$282,944	$274,923	$254,766
39157	$150,000-$350,000	Tuscarawas County,  Ohio	rose	$150,000-$350,000	40.4423	-81.4895	9.2%	$181,504	$166,211	$178,893
39153	$150,000-$350,000	Summit County,  Ohio	rose	$150,000-$350,000	41.1313	-81.5397	9.1%	$201,661	$205,437	$190,223
39151	$150,000-$350,000	Stark County,  Ohio	rose	$150,000-$350,000	40.8122	-81.3675	9.4%	$181,431	$181,771	$178,027
39149	$150,000-$350,000	Shelby County,  Ohio	rose	$150,000-$350,000	40.3332	-84.2192	9.2%	$176,589	$179,221	$178,281
39141	$150,000-$350,000	Ross County,  Ohio	rose	$150,000-$350,000	39.3416	-83.0653	9.2%	$176,818	$167,299	$156,240
39139	$150,000-$350,000	Richland County,  Ohio	rose	$150,000-$350,000	40.774	-82.5525	10.2%	$172,036	$162,309	$145,834
39137	$150,000-$350,000	Putnam County,  Ohio	rose	$150,000-$350,000	41.0154	-84.1114	9.2%	$180,932	$187,854	$190,770
39135	$150,000-$350,000	Preble County,  Ohio	rose	$150,000-$350,000	39.7357	-84.648	9.3%	$160,514	$164,534	$154,791
39133	$150,000-$350,000	Portage County,  Ohio	rose	$150,000-$350,000	41.1683	-81.1975	9.1%	$229,150	$204,710	$196,816
39129	$150,000-$350,000	Pickaway County,  Ohio	rose	$150,000-$350,000	39.6422	-83.0458	10.3%	$216,410	$213,898	$204,138
39127	$150,000-$350,000	Perry County,  Ohio	rose	$150,000-$350,000	39.741	-82.2228	9.2%	$155,787	$146,149	$139,710
39123	$150,000-$350,000	Ottawa County,  Ohio	rose	$150,000-$350,000	41.5403	-83.2077	8.9%	$181,570	$183,957	$182,870
39119	$150,000-$350,000	Muskingum County,  Ohio	rose	$150,000-$350,000	39.9623	-81.9624	9.2%	$162,645	$162,198	$161,261
39117	$150,000-$350,000	Morrow County,  Ohio	rose	$150,000-$350,000	40.5346	-82.8006	10.3%	$190,613	$193,307	$191,012
39113	$150,000-$350,000	Montgomery County,  Ohio	rose	$150,000-$350,000	39.7534	-84.2913	9.3%	$172,530	$174,852	$155,781
39109	$150,000-$350,000	Miami County,  Ohio	rose	$150,000-$350,000	40.0366	-84.2325	9.3%	$224,674	$203,979	$202,429
39107	$150,000-$350,000	Mercer County,  Ohio	rose	$150,000-$350,000	40.5415	-84.629	9.2%	$193,734	$199,162	$188,321
39103	$150,000-$350,000	Medina County,  Ohio	rose	$150,000-$350,000	41.132	-81.9285	9.1%	$279,146	$272,219	$257,539
39099	$150,000-$350,000	Mahoning County,  Ohio	rose	$150,000-$350,000	41.0189	-80.7594	9.8%	$151,781	$138,532	$135,948
39097	$150,000-$350,000	Madison County,  Ohio	rose	$150,000-$350,000	39.9016	-83.3992	10.3%	$202,403	$211,153	$208,138
39095	$150,000-$350,000	Lucas County,  Ohio	rose	$150,000-$350,000	41.5756	-83.7457	8.9%	$156,229	$158,258	$149,424
39093	$150,000-$350,000	Lorain County,  Ohio	rose	$150,000-$350,000	41.2889	-82.1103	9.1%	$207,486	$195,119	$201,702
39091	$150,000-$350,000	Logan County,  Ohio	rose	$150,000-$350,000	40.3861	-83.7694	9.2%	$169,846	$173,142	$161,506
39089	$150,000-$350,000	Licking County,  Ohio	rose	$150,000-$350,000	40.0935	-82.4778	10.3%	$250,611	$230,597	$242,765
39085	$150,000-$350,000	Lake County,  Ohio	rose	$150,000-$350,000	41.7107	-81.2423	9.1%	$203,625	$209,645	$201,702
39083	$150,000-$350,000	Knox County,  Ohio	rose	$150,000-$350,000	40.4047	-82.4144	9.2%	$192,819	$197,825	$190,403
39077	$150,000-$350,000	Huron County,  Ohio	rose	$150,000-$350,000	41.1391	-82.588	9.2%	$152,701	$160,010	$152,567
39075	$150,000-$350,000	Holmes County,  Ohio	rose	$150,000-$350,000	40.5598	-81.9225	9.2%	$264,255	$272,845	$255,544
39073	$150,000-$350,000	Hocking County,  Ohio	rose	$150,000-$350,000	39.5117	-82.4497	9.2%	$164,588	$169,981	$162,608
39069	$150,000-$350,000	Henry County,  Ohio	rose	$150,000-$350,000	41.3226	-84.0553	9.2%	$157,844	$159,038	$153,302
39063	$150,000-$350,000	Hancock County,  Ohio	rose	$150,000-$350,000	41	-83.6505	9.2%	$192,819	$189,226	$199,219
39061	$150,000-$350,000	Hamilton County,  Ohio	rose	$150,000-$350,000	39.1671	-84.5575	9.0%	$231,469	$244,753	$213,047
39057	$150,000-$350,000	Greene County,  Ohio	rose	$150,000-$350,000	39.7007	-83.8803	9.3%	$250,067	$231,054	$235,218
39055	$150,000-$350,000	Geauga County,  Ohio	rose	$150,000-$350,000	41.5288	-81.1969	9.1%	$310,831	$283,273	$319,279
39051	$150,000-$350,000	Fulton County,  Ohio	rose	$150,000-$350,000	41.6027	-84.1318	8.9%	$164,714	$167,049	$166,267
39049	$150,000-$350,000	Franklin County,  Ohio	rose	$150,000-$350,000	39.9693	-83.013	10.3%	$288,080	$266,806	$255,016
39045	$150,000-$350,000	Fairfield County,  Ohio	rose	$150,000-$350,000	39.7574	-82.6153	10.3%	$296,717	$261,513	$266,391
39039	$150,000-$350,000	Defiance County,  Ohio	rose	$150,000-$350,000	41.2973	-84.5157	9.2%	$150,186	$152,107	$146,812
39037	$150,000-$350,000	Darke County,  Ohio	rose	$150,000-$350,000	40.1341	-84.6194	9.2%	$153,387	$151,621	$150,975
39035	$150,000-$350,000	Cuyahoga County,  Ohio	rose	$150,000-$350,000	41.4559	-81.6805	9.1%	$188,520	$192,235	$175,997
39027	$150,000-$350,000	Clinton County,  Ohio	rose	$150,000-$350,000	39.3883	-83.792	9.2%	$170,874	$169,130	$157,220
39025	$150,000-$350,000	Clermont County,  Ohio	rose	$150,000-$350,000	39.0193	-84.1685	9.0%	$262,061	$251,989	$240,250
39023	$150,000-$350,000	Clark County,  Ohio	rose	$150,000-$350,000	39.9034	-83.798	9.3%	$163,517	$161,243	$145,140
39021	$150,000-$350,000	Champaign County,  Ohio	rose	$150,000-$350,000	40.1413	-83.7643	9.2%	$167,674	$166,819	$162,608
39019	$150,000-$350,000	Carroll County,  Ohio	rose	$150,000-$350,000	40.5787	-81.0919	9.4%	$160,199	$156,235	$155,743
39017	$150,000-$350,000	Butler County,  Ohio	rose	$150,000-$350,000	39.444	-84.5771	9.0%	$252,290	$233,869	$239,384
39015	$150,000-$350,000	Brown County,  Ohio	rose	$150,000-$350,000	38.9532	-83.8542	9.0%	$164,471	$170,428	$163,711
39011	$150,000-$350,000	Auglaize County,  Ohio	rose	$150,000-$350,000	40.515	-84.2245	9.2%	$171,674	$178,006	$180,362
39009	$150,000-$350,000	Athens County,  Ohio	rose	$150,000-$350,000	39.3556	-82.0716	9.2%	$172,360	$169,130	$178,036
39007	$150,000-$350,000	Ashtabula County,  Ohio	rose	$150,000-$350,000	41.7343	-80.7618	9.2%	$153,158	$163,259	$156,975
39005	$150,000-$350,000	Ashland County,  Ohio	rose	$150,000-$350,000	40.8114	-82.2674	9.2%	$163,559	$160,740	$157,220
39003	$150,000-$350,000	Allen County,  Ohio	rose	$150,000-$350,000	40.7849	-84.1386	11.0%	$159,674	$154,377	$162,935
38105	$150,000-$350,000	Williams County,  North Dakota	rose	$150,000-$350,000	48.2972	-103.4371	2.6%	$265,982	$281,998	$270,452
38101	$150,000-$350,000	Ward County,  North Dakota	rose	$150,000-$350,000	48.3313	-101.4681	2.6%	$262,335	$240,938	$241,045
38097	$150,000-$350,000	Traill County,  North Dakota	rose	$150,000-$350,000	47.4553	-97.1645	2.6%	$168,739	$168,446	$164,632
38093	$150,000-$350,000	Stutsman County,  North Dakota	rose	$150,000-$350,000	46.9802	-98.957	2.6%	$189,292	$175,861	$169,989
38089	$150,000-$350,000	Stark County,  North Dakota	rose	$150,000-$350,000	46.826	-102.6639	2.6%	$263,772	$266,503	$261,269
38077	$150,000-$350,000	Richland County,  North Dakota	rose	$150,000-$350,000	46.2843	-96.9388	2.6%	$156,915	$146,975	$139,817
38075	$150,000-$350,000	Renville County,  North Dakota	rose	$150,000-$350,000	48.7301	-101.7591	2.6%	$157,136	$141,552	$147,251
38073	$150,000-$350,000	Ransom County,  North Dakota	rose	$150,000-$350,000	46.4568	-97.6572	2.6%	$151,832	$154,058	$133,039
38071	$150,000-$350,000	Ramsey County,  North Dakota	rose	$150,000-$350,000	48.2281	-98.7462	2.6%	$186,198	$171,324	$180,046
38069	$150,000-$350,000	Pierce County,  North Dakota	rose	$150,000-$350,000	48.2004	-100.0425	2.6%	$150,064	$146,422	$140,582
38065	$150,000-$350,000	Oliver County,  North Dakota	rose	$150,000-$350,000	47.1388	-101.3546	2.6%	$224,985	$224,004	$208,359
38061	$150,000-$350,000	Mountrail County,  North Dakota	rose	$150,000-$350,000	48.1518	-102.3751	2.6%	$193,492	$189,806	$181,139
38059	$150,000-$350,000	Morton County,  North Dakota	rose	$150,000-$350,000	46.635	-101.1905	5.4%	$241,797	$246,620	$237,643
38057	$150,000-$350,000	Mercer County,  North Dakota	rose	$150,000-$350,000	47.2786	-101.7146	2.6%	$187,193	$200,431	$194,367
38055	$150,000-$350,000	McLean County,  North Dakota	rose	$150,000-$350,000	47.5039	-101.0353	2.6%	$221,670	$204,526	$190,650
38053	$150,000-$350,000	McKenzie County,  North Dakota	rose	$150,000-$350,000	47.7125	-103.3429	2.6%	$341,898	$313,650	$260,832
38035	$150,000-$350,000	Grand Forks County,  North Dakota	rose	$150,000-$350,000	47.9349	-97.4592	3.7%	$256,775	$237,894	$241,347
38031	$150,000-$350,000	Foster County,  North Dakota	rose	$150,000-$350,000	47.457	-98.8831	2.6%	$173,932	$167,339	$156,871
38025	$150,000-$350,000	Dunn County,  North Dakota	rose	$150,000-$350,000	47.4051	-102.6524	2.6%	$252,279	$236,400	$210,436
38023	$150,000-$350,000	Divide County,  North Dakota	rose	$150,000-$350,000	48.8178	-103.4942	2.6%	$175,921	$138,232	$165,288
38017	$150,000-$350,000	Cass County,  North Dakota	rose	$150,000-$350,000	46.9355	-97.2363	5.2%	$279,094	$271,555	$275,565
38015	$150,000-$350,000	Burleigh County,  North Dakota	rose	$150,000-$350,000	46.9823	-100.5255	5.4%	$299,116	$297,864	$313,630
38011	$150,000-$350,000	Bowman County,  North Dakota	rose	$150,000-$350,000	46.1134	-103.5206	2.6%	$171,280	$170,770	$162,446
38009	$150,000-$350,000	Bottineau County,  North Dakota	rose	$150,000-$350,000	48.7699	-100.8398	2.6%	$182,331	$174,090	$164,086
38007	$150,000-$350,000	Billings County,  North Dakota	rose	$150,000-$350,000	46.9806	-103.3627	2.6%	$230,510	$257,207	$217,979
38003	$150,000-$350,000	Barnes County,  North Dakota	rose	$150,000-$350,000	46.9407	-98.0604	2.6%	$162,219	$153,062	$154,575
37199	$150,000-$350,000	Yancey County,  North Carolina	rose	$150,000-$350,000	35.8917	-82.2975	9.7%	$216,124	$216,572	$199,290
37197	$150,000-$350,000	Yadkin County,  North Carolina	rose	$150,000-$350,000	36.1664	-80.657	10.1%	$174,997	$177,192	$168,269
37195	$150,000-$350,000	Wilson County,  North Carolina	rose	$150,000-$350,000	35.7201	-77.9431	9.7%	$174,429	$158,110	$175,314
37193	$150,000-$350,000	Wilkes County,  North Carolina	rose	$150,000-$350,000	36.2151	-81.1701	9.7%	$185,902	$178,859	$175,187
37191	$150,000-$350,000	Wayne County,  North Carolina	rose	$150,000-$350,000	35.3725	-77.9812	10.5%	$193,929	$175,412	$145,690
37189	$150,000-$350,000	Watauga County,  North Carolina	rose	$150,000-$350,000	36.2514	-81.7044	9.7%	$307,780	$319,214	$301,916
37175	$150,000-$350,000	Transylvania County,  North Carolina	rose	$150,000-$350,000	35.2253	-82.7697	9.7%	$308,643	$300,139	$281,492
37173	$150,000-$350,000	Swain County,  North Carolina	rose	$150,000-$350,000	35.4872	-83.5969	9.7%	$208,476	$193,734	$176,456
37171	$150,000-$350,000	Surry County,  North Carolina	rose	$150,000-$350,000	36.4	-80.7065	9.7%	$187,505	$178,859	$171,381
37169	$150,000-$350,000	Stokes County,  North Carolina	rose	$150,000-$350,000	36.409	-80.2393	10.1%	$180,038	$185,508	$173,199
37167	$150,000-$350,000	Stanly County,  North Carolina	rose	$150,000-$350,000	35.323	-80.2478	9.7%	$199,718	$195,162	$176,202
37161	$150,000-$350,000	Rutherford County,  North Carolina	rose	$150,000-$350,000	35.3967	-81.9147	9.7%	$164,807	$203,344	$161,994
37159	$150,000-$350,000	Rowan County,  North Carolina	rose	$150,000-$350,000	35.6834	-80.5507	12.2%	$247,410	$236,087	$207,914
37157	$150,000-$350,000	Rockingham County,  North Carolina	rose	$150,000-$350,000	36.3943	-79.7777	10.3%	$184,241	$190,769	$142,907
37151	$150,000-$350,000	Randolph County,  North Carolina	rose	$150,000-$350,000	35.7161	-79.8027	10.3%	$182,045	$198,690	$163,789
37149	$150,000-$350,000	Polk County,  North Carolina	rose	$150,000-$350,000	35.2971	-82.1763	9.7%	$281,258	$288,979	$286,312
37147	$150,000-$350,000	Pitt County,  North Carolina	rose	$150,000-$350,000	35.5808	-77.3685	9.9%	$199,592	$175,135	$192,589
37145	$150,000-$350,000	Person County,  North Carolina	rose	$150,000-$350,000	36.3907	-78.9725	9.4%	$184,400	$172,392	$155,812
37143	$150,000-$350,000	Perquimans County,  North Carolina	rose	$150,000-$350,000	36.2279	-76.4477	9.7%	$225,376	$224,747	$218,572
37141	$150,000-$350,000	Pender County,  North Carolina	rose	$150,000-$350,000	34.5169	-77.9241	12.0%	$262,938	$258,852	$255,344
37139	$150,000-$350,000	Pasquotank County,  North Carolina	rose	$150,000-$350,000	36.3172	-76.3078	9.7%	$221,429	$216,183	$206,901
37137	$150,000-$350,000	Pamlico County,  North Carolina	rose	$150,000-$350,000	35.1476	-76.8618	9.7%	$205,392	$209,695	$197,894
37133	$150,000-$350,000	Onslow County,  North Carolina	rose	$150,000-$350,000	34.7213	-77.2486	13.8%	$223,918	$220,289	$210,012
37127	$150,000-$350,000	Nash County,  North Carolina	rose	$150,000-$350,000	35.9636	-77.977	12.2%	$195,825	$170,194	$160,876
37123	$150,000-$350,000	Montgomery County,  North Carolina	rose	$150,000-$350,000	35.3237	-79.8985	9.7%	$150,991	$156,363	$149,309
37121	$150,000-$350,000	Mitchell County,  North Carolina	rose	$150,000-$350,000	35.9917	-82.1267	9.7%	$209,956	$213,069	$199,670
37115	$150,000-$350,000	Madison County,  North Carolina	rose	$150,000-$350,000	35.8721	-82.6653	11.1%	$252,695	$261,322	$248,292
37113	$150,000-$350,000	Macon County,  North Carolina	rose	$150,000-$350,000	35.1625	-83.4796	9.7%	$218,221	$222,801	$210,072
37111	$150,000-$350,000	McDowell County,  North Carolina	rose	$150,000-$350,000	35.7389	-82.0433	9.7%	$163,204	$167,912	$151,211
37109	$150,000-$350,000	Lincoln County,  North Carolina	rose	$150,000-$350,000	35.485	-81.2181	12.2%	$314,107	$224,928	$264,903
37105	$150,000-$350,000	Lee County,  North Carolina	rose	$150,000-$350,000	35.4674	-79.1892	9.7%	$190,342	$188,933	$182,925
37101	$150,000-$350,000	Johnston County,  North Carolina	rose	$150,000-$350,000	35.5376	-78.3875	10.7%	$311,735	$268,730	$262,511
37099	$150,000-$350,000	Jackson County,  North Carolina	rose	$150,000-$350,000	35.2632	-83.1162	9.7%	$260,904	$268,477	$248,763
37097	$150,000-$350,000	Iredell County,  North Carolina	rose	$150,000-$350,000	35.7741	-80.9217	12.2%	$315,473	$309,045	$272,895
37093	$150,000-$350,000	Hoke County,  North Carolina	rose	$150,000-$350,000	35.0238	-79.2598	7.8%	$187,007	$183,790	$174,513
37087	$150,000-$350,000	Haywood County,  North Carolina	rose	$150,000-$350,000	35.5419	-82.9658	11.1%	$237,567	$241,661	$229,399
37085	$150,000-$350,000	Harnett County,  North Carolina	rose	$150,000-$350,000	35.3877	-78.839	9.7%	$234,381	$219,386	$208,550
37081	$150,000-$350,000	Guilford County,  North Carolina	rose	$150,000-$350,000	36.0738	-79.7901	10.3%	$252,691	$273,733	$230,085
37077	$150,000-$350,000	Granville County,  North Carolina	rose	$150,000-$350,000	36.2968	-78.6558	9.7%	$219,085	$219,168	$197,894
37073	$150,000-$350,000	Gates County,  North Carolina	rose	$150,000-$350,000	36.4284	-76.7105	9.7%	$180,844	$184,781	$187,365
37071	$150,000-$350,000	Gaston County,  North Carolina	rose	$150,000-$350,000	35.2834	-81.1822	12.2%	$260,948	$251,415	$217,739
37069	$150,000-$350,000	Franklin County,  North Carolina	rose	$150,000-$350,000	36.0416	-78.3303	10.7%	$281,974	$216,241	$224,434
37067	$150,000-$350,000	Forsyth County,  North Carolina	rose	$150,000-$350,000	36.1176	-80.2522	10.1%	$254,694	$240,265	$215,172
